UID,Title,Medium,Size,Qty,Price
,From the Earth,"Collage, Acrylic",,1,350
,Intersection,Multi-Medium,,1,400
,Temple,Multi-Medium,,1,700
,IRIS,Multi-Medium,,1,400
,Disturbance,Multi-Medium,,1,300
,Perfect Day,Multi-Medium,,1,1000
,TidePool,Multi-Medium,,1,500
,Fish,Multi-Medium,,1,500
,April,Multi-Medium,,1,400
,San Andreas,Multi-Medium,,1,800
,Composition,Multi-Medium,,1,500
,Under the Sea,Multi-Medium,,1,500
